Table S7: Differential analysis of somatic copy number and gene expression,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo_Symbol,Ensembl ID,RefSeq ID,Chromomosme,Strand,Start,End,Cytoband,CRPC-Adeno mean expression,CRPC-NE mean expression,VALID,# CRPC-NE neutral,# CRPC-NE deleted,# CRPC-NE amplified,# CRPC-Adeno neutral,# CRPC-Adeno deleted,# CRPC-Adeno amplified,P-val expression,P-val deletion,P-val amplification,FDR expression,FDR deletion,FDR amplification,% CRPC-NE deletion,% CRPC-Adeno deletion,% CRPC-NE amplification,% CRPC-Adeno amplification,Is cancer gene
FOLR4,ENSG00000183560.4,,11,F,94038758,94040887,q21,0.091948287,0.200677165,FALSE,26,4,13,24,8,21,0.177132839,0.587118917,0.458053865,0.310512854,0.880333938,1,0.093023256,0.150943396,0.302325581,0.396226415,FALSE
GALNT13,ENSG00000144278.10,NM_052917.2,2,F,154728425,155310361,q23.3,0.2103658,1.066066275,TRUE,25,4,14,29,8,16,0.001731797,0.587118917,0.977921644,0.012448392,0.880333938,1,0.093023256,0.150943396,0.325581395,0.301886792,FALSE
GBF1,ENSG00000107862.4,NM_001199378.1,10,F,104005288,104142656,q24.32,3.809601232,3.606857917,TRUE,25,11,7,30,10,13,0.041604037,0.587118917,0.461120071,0.111950221,0.880333938,1,0.255813953,0.188679245,0.162790698,0.245283019,FALSE
GHITM,ENSG00000165678.15,NM_014394.2,10,F,85899195,85913001,q23.1,5.006026374,4.893250026,TRUE,22,11,10,29,10,14,0.063617642,0.587118917,0.905674851,0.150757347,0.880333938,1,0.255813953,0.188679245,0.23255814,0.264150943,FALSE
GLI2,ENSG00000074047.16,,2,F,121493198,121750229,q14.2,0.461731827,0.327300726,FALSE,21,11,11,29,10,14,0.223037119,0.587118917,1,0.365649428,0.880333938,1,0.255813953,0.188679245,0.255813953,0.264150943,FALSE
GLP2R,ENSG00000065325.8,NM_004246.1,17,F,9725522,9795419,p13.1,0.06497572,0.148510562,FALSE,25,11,7,29,10,14,0.063165376,0.587118917,0.343945124,0.149837627,0.880333938,1,0.255813953,0.188679245,0.162790698,0.264150943,FALSE
GPR83,ENSG00000123901.4,NM_016540.3,11,R,94110476,94134585,q21,0.103319669,0.346111384,FALSE,26,4,13,24,8,21,0.005953263,0.587118917,0.458053865,0.02890348,0.880333938,1,0.093023256,0.150943396,0.302325581,0.396226415,FALSE
HEPHL1,ENSG00000181333.11,NM_001098672.1,11,F,93754526,93846917,q21,0.29210265,0.237657255,TRUE,26,4,13,24,8,21,0.231429858,0.587118917,0.458053865,0.37555786,0.880333938,1,0.093023256,0.150943396,0.302325581,0.396226415,FALSE
INHBB,ENSG00000163083.5,NM_002193.2,2,F,121103718,121109384,q14.2,2.495616765,2.349879662,TRUE,20,11,12,29,10,14,0.855346249,0.587118917,1,0.908996486,0.880333938,1,0.255813953,0.188679245,0.279069767,0.264150943,FALSE
ITGB6,ENSG00000115221.6,NM_001282353.1,2,R,160956176,161128399,q24.2,0.703295321,0.736895099,TRUE,29,4,10,27,8,18,0.889134372,0.587118917,0.356578261,0.93107098,0.880333938,1,0.093023256,0.150943396,0.23255814,0.339622642,FALSE
IZUMO4,ENSG00000099840.9,,19,F,2096379,2099592,p13.3,1.039148784,1.951177017,TRUE,28,4,11,28,8,17,0.017383273,0.587118917,0.638098146,0.060889459,0.880333938,1,0.093023256,0.150943396,0.255813953,0.320754717,FALSE
JSRP1,ENSG00000167476.6,NM_144616.3,19,R,2252250,2269758,p13.3,4.636883168,4.651918579,TRUE,27,4,12,28,8,17,0.373767963,0.587118917,0.826775391,0.524267086,0.880333938,1,0.093023256,0.150943396,0.279069767,0.320754717,FALSE
KCNJ3,ENSG00000162989.3,NM_001260509.1,2,F,155554810,155714863,q24.1,0.543498826,1.216130321,TRUE,27,4,12,29,8,16,0.017383273,0.587118917,0.98498918,0.060889459,0.880333938,1,0.093023256,0.150943396,0.279069767,0.301886792,FALSE
LDB1,ENSG00000198728.6,NM_003893.4,10,R,103867316,103880210,q24.32,4.031203347,3.887560413,TRUE,25,11,7,30,10,13,0.420152812,0.587118917,0.461120071,0.568540471,0.880333938,1,0.255813953,0.188679245,0.162790698,0.245283019,FALSE
LGI1,ENSG00000108231.7,,10,F,95517565,95557916,q23.33,0.088362462,0.10771194,FALSE,24,11,8,28,10,15,0.723336988,0.587118917,0.386198919,0.819173434,0.880333938,1,0.255813953,0.188679245,0.186046512,0.283018868,FALSE
LINGO3,ENSG00000220008.2,NM_001101391.1,19,R,2289773,2308156,p13.3,0.734445417,0.612127175,TRUE,27,4,12,28,8,17,0.974338949,0.587118917,0.826775391,0.985631728,0.880333938,1,0.093023256,0.150943396,0.279069767,0.320754717,FALSE
LRIT1,ENSG00000148602.5,NM_015613.2,10,R,85991348,86001217,q23.1,0.008728562,0.008075291,FALSE,23,11,9,29,10,14,0.306461486,0.587118917,0.69973255,0.454591307,0.880333938,1,0.255813953,0.188679245,0.209302326,0.264150943,FALSE
LRIT2,ENSG00000204033.5,NM_001017924.2,10,R,85980253,85985345,q23.1,0.01614505,0.055991725,FALSE,23,11,9,29,10,14,0.033355305,0.587118917,0.69973255,0.095810897,0.880333938,1,0.255813953,0.188679245,0.209302326,0.264150943,FALSE
LSM7,ENSG00000130332.10,NM_016199.2,19,R,2321515,2328619,p13.3,3.345051663,4.293450642,TRUE,26,4,10,28,8,17,0.012641396,0.587118917,0.466903857,0.04851308,0.880333938,1,0.093023256,0.150943396,0.23255814,0.320754717,FALSE
LY75,ENSG00000054219.9,NM_002349.3,2,R,160628361,160761260,q24.2,1.326041901,1.03720393,TRUE,29,4,10,26,8,19,0.037290726,0.587118917,0.265785708,0.103550883,0.880333938,1,0.093023256,0.150943396,0.23255814,0.358490566,FALSE
LY75-CD302,ENSG00000248672.1,NM_001198759.1,2,R,160628361,160761221,q24.2,1.577209224,1.303355155,TRUE,29,4,10,26,8,19,0.057074391,0.587118917,0.265785708,0.139332106,0.880333938,1,0.093023256,0.150943396,0.23255814,0.358490566,FALSE
MFSD6L,ENSG00000185156.4,NM_152599.3,17,R,8700435,8702667,p13.1,0.312376294,0.519505968,FALSE,25,11,7,30,10,13,0.029772568,0.587118917,0.461120071,0.088679188,0.880333938,1,0.255813953,0.188679245,0.162790698,0.245283019,FALSE
MIXL1,ENSG00000185155.7,,1,F,226411318,226414755,q42.12,0.149367191,0.192026412,FALSE,24,4,15,21,8,24,0.054212708,0.587118917,0.410663498,0.134258128,0.880333938,1,0.093023256,0.150943396,0.348837209,0.452830189,FALSE
MKNK2,ENSG00000099875.10,NM_199054.2,19,R,2037469,2051243,p13.3,5.393741637,4.28960093,TRUE,28,4,11,28,8,17,0.003281493,0.587118917,0.638098146,0.019252843,0.880333938,1,0.093023256,0.150943396,0.255813953,0.320754717,FALSE
MOB3A,ENSG00000172081.9,NM_130807.2,19,R,2071036,2096672,p13.3,3.075513726,2.464479009,TRUE,28,4,11,28,8,17,0.011083945,0.587118917,0.638098146,0.044157081,0.880333938,1,0.093023256,0.150943396,0.255813953,0.320754717,FALSE
MRE11A,ENSG00000020922.8,NM_005591.3,11,R,94152894,94227074,q21,2.403008447,2.395754281,TRUE,26,4,13,24,8,21,0.836721241,0.587118917,0.458053865,0.898923643,0.880333938,1,0.093023256,0.150943396,0.302325581,0.396226415,FALSE
MRPS31,ENSG00000102738.6,NM_005830.3,13,R,41303431,41345309,q14.11,2.484859656,2.571059364,TRUE,18,17,8,29,17,7,0.526356873,0.585501887,0.658773154,0.66452075,0.880333938,1,0.395348837,0.320754717,0.186046512,0.132075472,FALSE
MYH2,ENSG00000125414.14,NM_017534.5,17,R,10424464,10453274,p13.1,0.12320202,0.007046239,FALSE,25,11,7,29,10,14,0.005953263,0.587118917,0.343945124,0.02890348,0.880333938,1,0.255813953,0.188679245,0.162790698,0.264150943,FALSE
NOLC1,ENSG00000166197.12,,10,F,103911932,103923627,q24.32,3.97803733,3.481272874,TRUE,25,11,7,30,10,13,0.000952838,0.587118917,0.461120071,0.008370103,0.880333938,1,0.255813953,0.188679245,0.162790698,0.245283019,FALSE
NR4A2,ENSG00000153234.9,NM_006186.3,2,R,157180943,157198860,q24.1,1.718030565,2.034712232,TRUE,28,4,11,29,8,16,0.356540069,0.587118917,0.786360991,0.508651713,0.880333938,1,0.093023256,0.150943396,0.255813953,0.301886792,FALSE
NTN1,ENSG00000065320.4,NM_004822.2,17,F,8924858,9147317,p13.1,0.675322745,0.522781582,TRUE,25,11,7,29,10,14,0.097339839,0.587118917,0.343945124,0.203548206,0.880333938,1,0.255813953,0.188679245,0.162790698,0.264150943,FALSE
OAZ1,ENSG00000104904.8,,19,F,2269484,2273487,p13.3,6.321948256,6.378477679,TRUE,27,4,12,28,8,17,0.728504701,0.587118917,0.826775391,0.82464823,0.880333938,1,0.093023256,0.150943396,0.279069767,0.320754717,FALSE
PANX1,ENSG00000110218.4,NM_015368.3,11,F,93862093,93915138,q21,2.136266624,2.713776462,TRUE,26,4,13,24,8,21,0.000868561,0.587118917,0.458053865,0.00790262,0.880333938,1,0.093023256,0.150943396,0.302325581,0.396226415,FALSE
PARP1,ENSG00000143799.8,,1,R,226548391,226595780,q42.12,3.783886261,4.260605051,TRUE,24,4,15,21,8,24,0.037290726,0.587118917,0.410663498,0.103550883,0.880333938,1,0.093023256,0.150943396,0.348837209,0.452830189,FALSE
PIK3R6,ENSG00000174083.13,NM_001010855.2,17,R,8706040,8770994,p13.1,0.780050936,0.348258248,TRUE,25,11,7,30,10,13,0.037290726,0.587118917,0.461120071,0.103550883,0.880333938,1,0.255813953,0.188679245,0.162790698,0.245283019,FALSE
PIRT,ENSG00000233670.6,NM_001101387.1,17,R,10725791,10741762,p12,0.079070095,0.033494925,FALSE,25,11,7,30,10,13,0.097339839,0.587118917,0.461120071,0.203548206,0.880333938,1,0.255813953,0.188679245,0.162790698,0.245283019,FALSE
PITX3,ENSG00000107859.5,NM_005029.3,10,R,103989942,104001231,q24.32,0.028813884,0.056120666,FALSE,25,11,7,30,10,13,0.025454089,0.587118917,0.461120071,0.079552391,0.880333938,1,0.255813953,0.188679245,0.162790698,0.245283019,FALSE
PLA2R1,ENSG00000153246.7,NM_001195641.1,2,R,160788518,160919121,q24.2,0.819056231,0.491310302,TRUE,29,4,10,27,8,18,0.051468914,0.587118917,0.356578261,0.129451292,0.880333938,1,0.093023256,0.150943396,0.23255814,0.339622642,FALSE
PLEKHJ1,ENSG00000104886.5,NM_018049.1,19,R,2230001,2237703,p13.3,2.72914338,3.797265086,TRUE,27,4,12,28,8,17,0.000170685,0.587118917,0.826775391,0.002742931,0.880333938,1,0.093023256,0.150943396,0.279069767,0.320754717,FALSE
PLK2,ENSG00000145632.10,NM_001252226.1,5,R,57749808,57756087,q11.2,2.539764616,2.078647778,TRUE,21,11,11,27,10,16,0.569371348,0.587118917,0.786360991,0.700150497,0.880333938,1,0.255813953,0.188679245,0.255813953,0.301886792,FALSE
PPRC1,ENSG00000148840.6,NM_015062.3,10,F,103892786,103910082,q24.32,2.474195434,2.392109517,TRUE,25,11,7,30,10,13,0.306461486,0.587118917,0.461120071,0.454591307,0.880333938,1,0.255813953,0.188679245,0.162790698,0.245283019,FALSE
PRTN3,ENSG00000196415.5,NM_002777.3,19,F,840962,848175,p13.3,1.030058295,0.070205159,TRUE,26,4,13,29,8,16,0.031521395,0.587118917,1,0.092171136,0.880333938,1,0.093023256,0.150943396,0.302325581,0.301886792,FALSE
PTPN4,ENSG00000088179.4,NM_002830.3,2,F,120517206,120741394,q14.2,1.331317821,1.462740003,TRUE,20,11,12,29,10,14,0.156948267,0.587118917,1,0.285602016,0.880333938,1,0.255813953,0.188679245,0.279069767,0.264150943,FALSE
RBMS1,ENSG00000153250.13,NM_002897.4,2,R,161128661,161350305,q24.2,2.050175395,1.587936654,TRUE,29,4,10,28,8,17,0.016329081,0.587118917,0.466903857,0.058214995,0.880333938,1,0.093023256,0.150943396,0.23255814,0.320754717,FALSE
RCVRN,ENSG00000109047.7,NM_002903.2,17,R,9799636,9808938,p13.1,0.069226347,0.017926211,FALSE,25,11,7,29,10,14,0.031521395,0.587118917,0.343945124,0.092171136,0.880333938,1,0.255813953,0.188679245,0.162790698,0.264150943,FALSE
RGR,ENSG00000148604.9,NM_001012722.1,10,F,86004808,86019716,q23.1,0.005532089,0.044682565,FALSE,23,11,9,29,10,14,0.111487769,0.587118917,0.69973255,0.224118096,0.880333938,1,0.255813953,0.188679245,0.209302326,0.264150943,FALSE
SCAMP4,ENSG00000227500.5,NM_079834.2,19,F,1905212,1926016,p13.3,2.752156958,2.847526129,TRUE,28,4,11,30,8,15,0.688176012,0.587118917,0.946300827,0.79593438,0.880333938,1,0.093023256,0.150943396,0.255813953,0.283018868,FALSE
SCO1,ENSG00000133028.6,NM_004589.2,17,R,10583653,10601692,p13.1,2.676914529,2.44979542,TRUE,25,11,7,30,10,13,0.248866435,0.587118917,0.461120071,0.394532716,0.880333938,1,0.255813953,0.188679245,0.162790698,0.245283019,FALSE
SF3A2,ENSG00000104897.5,NM_007165.4,19,F,2236519,2248678,p13.3,3.54135845,4.512571875,TRUE,26,4,13,28,8,17,0.001275217,0.587118917,1,0.010272461,0.880333938,1,0.093023256,0.150943396,0.302325581,0.320754717,FALSE
SHISA6,ENSG00000188803.10,,17,F,11144579,11467380,p12,0.827941133,0.06994078,TRUE,25,11,7,30,10,13,3.62E-05,0.587118917,0.461120071,0.001023894,0.880333938,1,0.255813953,0.188679245,0.162790698,0.245283019,FALSE
SLC25A15,ENSG00000102743.10,NM_014252.3,13,F,41363547,41384247,q14.11,1.38955351,2.05885151,TRUE,18,17,8,29,17,7,0.010369511,0.585501887,0.658773154,0.042384682,0.880333938,1,0.395348837,0.320754717,0.186046512,0.132075472,FALSE
SPDYE4,ENSG00000183318.7,NM_001128076.1,17,R,8656423,8661877,p13.1,0.045940352,0.052619482,FALSE,24,11,7,29,10,14,0.327436694,0.587118917,0.343945124,0.476711147,0.880333938,1,0.255813953,0.188679245,0.162790698,0.264150943,FALSE
SRSF4,ENSG00000116350.11,NM_005626.4,1,R,29474254,29508499,p35.3,4.209191619,4.783254383,TRUE,29,4,10,27,8,18,0.033505531,0.587118917,0.356578261,0.096213362,0.880333938,1,0.093023256,0.150943396,0.23255814,0.339622642,FALSE
TMEM200B,ENSG00000253304.1,NM_001171868.1,1,R,29445939,29450447,p35.3,2.458084001,2.676985781,TRUE,28,4,11,28,8,17,0.286376221,0.587118917,0.638098146,0.43431216,0.880333938,1,0.093023256,0.150943396,0.255813953,0.320754717,FALSE
TMEM220,ENSG00000187824.4,NM_001004313.1,17,R,10602331,10633633,p13.1,1.069047474,1.400884699,TRUE,25,11,7,30,10,13,0.276666971,0.587118917,0.461120071,0.423673437,0.880333938,1,0.255813953,0.188679245,0.162790698,0.245283019,FALSE
TNFAIP6,ENSG00000123610.3,NM_007115.3,2,F,152214105,152236560,q23.3,1.069342521,0.746943054,TRUE,27,4,12,33,8,12,0.307918602,0.587118917,0.722224563,0.456468037,0.880333938,1,0.093023256,0.150943396,0.279069767,0.226415094,FALSE
USP43,ENSG00000154914.12,NM_001267576.1,17,F,9548014,9633008,p13.1,2.09043862,1.388454068,TRUE,25,11,7,29,10,14,0.248866435,0.587118917,0.343945124,0.394532716,0.880333938,1,0.255813953,0.188679245,0.162790698,0.264150943,FALSE
ZNF18,ENSG00000154957.9,NM_144680.2,17,R,11880755,11900827,p12,1.552709704,1.612164896,TRUE,25,11,7,30,10,13,0.723336988,0.587118917,0.461120071,0.819173434,0.880333938,1,0.255813953,0.188679245,0.162790698,0.245283019,FALSE
KIAA0825,ENSG00000185261.9,,5,R,93488670,93954309,q15,0.387865277,0.318747491,FALSE,24,10,9,24,16,13,0.017383273,0.596666201,0.862692418,0.060889459,0.894499331,1,0.23255814,0.301886792,0.209302326,0.245283019,FALSE
PPIP5K2,ENSG00000145725.15,,5,F,102455852,102548500,q21.1,1.652787975,1.49323568,TRUE,25,10,8,20,16,17,0.512388326,0.596666201,0.207048457,0.653126059,0.894499331,1,0.23255814,0.301886792,0.186046512,0.320754717,FALSE
AK3,ENSG00000147853.12,NM_001199853.1,9,R,4711154,4742043,p24.1,3.754965613,4.423081258,TRUE,28,7,8,24,12,17,0.003823517,0.602721566,0.207048457,0.021290624,0.901839218,1,0.162790698,0.226415094,0.186046512,0.320754717,FALSE
CAMK4,ENSG00000152495.6,NM_001744.4,5,F,110559350,110830584,q22.1,0.47211941,0.516826492,TRUE,28,7,8,25,12,16,0.838545001,0.602721566,0.286214902,0.898923643,0.901839218,1,0.162790698,0.226415094,0.186046512,0.301886792,FALSE
CD3G,ENSG00000160654.5,,11,F,118215058,118225876,q23.3,0.682157901,0.239767001,TRUE,24,7,12,21,12,20,0.020901416,0.602721566,0.424755054,0.069079596,0.901839218,1,0.162790698,0.226415094,0.279069767,0.377358491,FALSE
ERMP1,ENSG00000099219.9,,9,R,5765075,5833117,p24.1,2.539077692,2.416925079,TRUE,28,7,8,25,12,16,0.772127663,0.602721566,0.286214902,0.853845928,0.901839218,1,0.162790698,0.226415094,0.186046512,0.301886792,FALSE
HS6ST3,ENSG00000185352.7,NM_153456.3,13,F,96743092,97485671,q32.1,0.415369248,0.407269572,FALSE,24,7,12,27,12,14,0.723336988,0.602721566,1,0.819173434,0.901839218,1,0.162790698,0.226415094,0.279069767,0.264150943,FALSE
INSL4,ENSG00000120211.4,NM_002195.1,9,F,5231418,5235304,p24.1,0.007176709,0.013066265,FALSE,28,7,8,24,12,17,0.060057447,0.602721566,0.207048457,0.144409586,0.901839218,1,0.162790698,0.226415094,0.186046512,0.320754717,FALSE
INSL6,ENSG00000120210.6,NM_007179.2,9,R,5131978,5185668,p24.1,0.491021528,0.106016265,TRUE,28,7,8,24,12,17,0.004784998,0.602721566,0.207048457,0.024760446,0.901839218,1,0.162790698,0.226415094,0.186046512,0.320754717,FALSE
KIAA1432,ENSG00000107036.7,NM_001135920.2,9,F,5629024,5776557,p24.1,2.257997041,1.931061034,TRUE,28,7,8,25,12,16,0.041604037,0.602721566,0.286214902,0.111950221,0.901839218,1,0.162790698,0.226415094,0.186046512,0.301886792,FALSE
KIAA2026,ENSG00000183354.7,,9,R,5881595,6007901,p24.1,2.483874977,2.38336495,TRUE,28,7,8,24,12,17,0.540512957,0.602721566,0.207048457,0.676423312,0.901839218,1,0.162790698,0.226415094,0.186046512,0.320754717,FALSE
MLANA,ENSG00000120215.5,,9,F,5890801,5910606,p24.1,0.393565818,0.361872806,FALSE,28,7,8,25,12,16,0.138518669,0.602721566,0.286214902,0.261571527,0.901839218,1,0.162790698,0.226415094,0.186046512,0.301886792,FALSE
NREP,ENSG00000134986.9,NM_001142477.1,5,R,110998317,111333161,q22.1,2.110013622,2.652492523,TRUE,28,7,8,24,12,17,0.048839558,0.602721566,0.207048457,0.125070023,0.901839218,1,0.162790698,0.226415094,0.186046512,0.320754717,FALSE
OXGR1,ENSG00000165621.4,NM_080818.3,13,R,97637972,97646984,q32.1,0.149941103,0.279371738,FALSE,24,7,12,27,12,14,0.144471537,0.602721566,1,0.269548924,0.901839218,1,0.162790698,0.226415094,0.279069767,0.264150943,FALSE
PLGRKT,ENSG00000107020.5,NM_018465.3,9,R,5357972,5437878,p24.1,2.002552303,2.172397106,TRUE,28,7,8,24,12,17,0.306461486,0.602721566,0.207048457,0.454591307,0.901839218,1,0.162790698,0.226415094,0.186046512,0.320754717,FALSE
RANBP6,ENSG00000137040.8,NM_001243202.1,9,R,6011042,6015618,p24.1,2.360180398,2.514757696,TRUE,28,7,8,23,12,18,0.584064939,0.602721566,0.146252469,0.712463366,0.901839218,1,0.162790698,0.226415094,0.186046512,0.339622642,FALSE
RCL1,ENSG00000120158.7,,9,F,4792868,4885917,p24.1,1.921522333,1.54843059,TRUE,28,7,8,24,12,17,0.009059519,0.602721566,0.207048457,0.03871866,0.901839218,1,0.162790698,0.226415094,0.186046512,0.320754717,FALSE
RLN1,ENSG00000107018.6,,9,R,5334968,5339873,p24.1,0.651794028,0.288475924,TRUE,28,7,8,24,12,17,0.82181538,0.602721566,0.207048457,0.887590465,0.901839218,1,0.162790698,0.226415094,0.186046512,0.320754717,FALSE
RLN2,ENSG00000107014.7,NM_005059.2,9,R,5299867,5304969,p24.1,0.588782089,0.721000439,TRUE,28,7,8,24,12,17,0.338257629,0.602721566,0.207048457,0.487651758,0.901839218,1,0.162790698,0.226415094,0.186046512,0.320754717,FALSE
SRP19,ENSG00000153037.8,,5,F,112196918,112205485,q22.2,2.509047522,2.352406987,TRUE,28,7,8,24,12,17,0.150613773,0.602721566,0.207048457,0.277552374,0.901839218,1,0.162790698,0.226415094,0.186046512,0.320754717,FALSE
STARD4,ENSG00000164211.8,NM_139164.1,5,R,110831730,110848288,q22.1,1.725197632,2.056325698,TRUE,28,7,8,25,12,16,0.116540045,0.602721566,0.286214902,0.231052146,0.901839218,1,0.162790698,0.226415094,0.186046512,0.301886792,FALSE
UGGT2,ENSG00000102595.14,,13,R,96453833,96705736,q32.1,1.604995524,1.8103519,TRUE,23,7,13,27,12,14,0.191599126,0.602721566,0.852877837,0.328517309,0.901839218,1,0.162790698,0.226415094,0.302325581,0.264150943,FALSE
WDR36,ENSG00000134987.7,,5,F,110427413,110466200,q22.1,2.157384875,2.063372515,TRUE,28,7,8,25,12,16,0.526356873,0.602721566,0.286214902,0.66452075,0.901839218,1,0.162790698,0.226415094,0.186046512,0.301886792,FALSE
ABCA12,ENSG00000144452.10,NM_173076.2,2,R,215796265,216003151,q35,0.49155688,0.63633032,TRUE,30,2,11,28,5,20,0.248866435,0.615955633,0.295083201,0.394532716,0.903431893,1,0.046511628,0.094339623,0.255813953,0.377358491,FALSE
ABI2,ENSG00000138443.11,,2,F,204192941,204312446,q33.2,2.137721578,2.716526507,TRUE,29,2,12,28,5,20,0.000607519,0.615955633,0.424755054,0.006289042,0.903431893,1,0.046511628,0.094339623,0.279069767,0.377358491,FALSE
ACP5,ENSG00000102575.6,NM_001111035.1,19,R,11685474,11689823,p13.2,2.316368726,2.455664546,TRUE,23,2,18,30,5,18,0.512388326,0.615955633,0.559945753,0.653126059,0.903431893,1,0.046511628,0.094339623,0.418604651,0.339622642,FALSE
ACTBL2,ENSG00000169067.2,NM_001017992.3,5,R,56775845,56778636,q11.2,0.056415516,0.04215351,FALSE,23,10,10,29,9,15,0.498611132,0.610220318,0.744128033,0.640715472,0.903431893,1,0.23255814,0.169811321,0.23255814,0.283018868,FALSE
ACTRT2,ENSG00000169717.5,NM_080431.4,1,F,2938045,2939465,p36.32,0.010612233,0.003291275,FALSE,31,2,10,33,5,15,0.016329081,0.615955633,0.744128033,0.058214995,0.903431893,1,0.046511628,0.094339623,0.23255814,0.283018868,FALSE
ADCK4,ENSG00000123815.7,NM_001142555.2,19,R,41197433,41224112,q13.2,2.135568424,2.782329881,TRUE,28,2,13,36,5,12,0.004784998,0.615955633,0.542564409,0.024760446,0.903431893,1,0.046511628,0.094339623,0.302325581,0.226415094,FALSE
AICDA,ENSG00000111732.6,NM_020661.2,12,R,8754761,8765467,p13.31,0.042728155,0.006201195,FALSE,24,10,9,26,9,18,0.014383991,0.610220318,0.236408022,0.053245952,0.903431893,1,0.23255814,0.169811321,0.209302326,0.339622642,FALSE
AIPL1,ENSG00000129221.10,NM_001033054.1,17,R,6297012,6338519,p13.2,0.014278593,0.041553676,FALSE,26,10,7,32,9,12,0.014383991,0.610220318,0.602721566,0.053245952,0.903431893,1,0.23255814,0.169811321,0.162790698,0.226415094,FALSE
ALS2CR12,ENSG00000155749.8,,2,R,202152993,202222121,q33.1,0.636095121,0.490250981,TRUE,29,2,12,28,5,20,0.92312051,0.615955633,0.424755054,0.954213829,0.903431893,1,0.046511628,0.094339623,0.279069767,0.377358491,FALSE
ANKAR,ENSG00000151687.10,,2,F,190539015,190625919,q32.2,0.814541416,0.884379436,TRUE,30,2,11,30,5,18,0.526356873,0.615955633,0.50552003,0.66452075,0.903431893,1,0.046511628,0.094339623,0.255813953,0.339622642,FALSE
APBA2,ENSG00000034053.10,,15,F,29129628,29410518,q13.1,1.365407,1.342247875,TRUE,32,2,9,35,5,13,0.70730387,0.615955633,0.862692418,0.80794085,0.903431893,1,0.046511628,0.094339623,0.209302326,0.245283019,FALSE
ARHGEF1,ENSG00000076928.13,NM_199002.1,19,F,42387227,42434302,q13.2,3.48379394,3.832562195,TRUE,23,2,18,36,5,12,0.409736871,0.615955633,0.072042074,0.558817536,0.903431893,1,0.046511628,0.094339623,0.418604651,0.226415094,FALSE
ASNSD1,ENSG00000138381.5,NM_019048.2,2,F,190526110,190535557,q32.2,3.063567403,3.18999218,TRUE,30,2,11,31,5,17,0.569371348,0.615955633,0.638098146,0.700150497,0.903431893,1,0.046511628,0.094339623,0.255813953,0.320754717,FALSE
ATP12A,ENSG00000075673.7,NM_001185085.1,13,F,25254548,25285921,q12.12,0.453129904,0.054701054,TRUE,24,10,9,32,9,12,0.018495072,0.610220318,1,0.063463612,0.903431893,1,0.23255814,0.169811321,0.209302326,0.226415094,FALSE
ATP1A3,ENSG00000105409.11,NM_152296.4,19,R,42470733,42501649,q13.2,0.348971284,3.057916675,TRUE,23,2,18,37,5,11,3.92E-07,0.615955633,0.043788122,6.66E-05,0.903431893,1,0.046511628,0.094339623,0.418604651,0.20754717,FALSE
ATP5SL,ENSG00000105341.14,NM_018035.2,19,R,41937222,41946622,q13.2,1.782040671,2.680146417,TRUE,25,2,16,37,5,11,0.000797771,0.615955633,0.119967913,0.007444426,0.903431893,1,0.046511628,0.094339623,0.372093023,0.20754717,FALSE
ATRNL1,ENSG00000107518.12,,10,F,116853123,117708503,q25.3,0.302984663,0.686413936,TRUE,27,10,6,31,9,13,0.009695328,0.610220318,0.300381493,0.040579192,0.903431893,1,0.23255814,0.169811321,0.139534884,0.245283019,FALSE
AXL,ENSG00000167601.7,NM_001278599.1,19,F,41725107,41767671,q13.2,1.91631802,1.514606891,TRUE,29,2,12,37,5,11,0.073273701,0.615955633,0.564603113,0.166588445,0.903431893,1,0.046511628,0.094339623,0.279069767,0.20754717,FALSE
B3GNT8,ENSG00000177191.2,NM_198540.2,19,R,41931263,41934635,q13.2,0.840182705,1.146089875,TRUE,25,2,16,37,5,11,0.033355305,0.615955633,0.119967913,0.095810897,0.903431893,1,0.046511628,0.094339623,0.372093023,0.20754717,FALSE
B9D2,ENSG00000123810.3,NM_030578.3,19,R,41860325,41870078,q13.2,1.164969921,2.075365103,TRUE,27,2,14,37,5,11,0.000256359,0.615955633,0.281656596,0.00356821,0.903431893,1,0.046511628,0.094339623,0.325581395,0.20754717,FALSE
BCAT2,ENSG00000105552.10,NM_001190.3,19,R,49298318,49314286,q13.33,2.294248662,2.859785607,TRUE,30,2,11,33,5,15,0.018495072,0.615955633,0.946300827,0.063463612,0.903431893,1,0.046511628,0.094339623,0.255813953,0.283018868,FALSE
BCKDHA,ENSG00000248098.6,NM_000709.3,19,F,41884214,41930910,q13.2,2.807296132,3.346714916,TRUE,25,2,16,37,5,11,0.011840572,0.615955633,0.119967913,0.046260896,0.903431893,1,0.046511628,0.094339623,0.372093023,0.20754717,FALSE
BLNK,ENSG00000095585.12,NM_013314.3,10,R,97951457,98031344,q24.1,1.505366624,0.982729929,TRUE,26,10,7,29,9,15,0.015330099,0.610220318,0.250310908,0.055622768,0.903431893,1,0.23255814,0.169811321,0.162790698,0.283018868,FALSE
BMPR2,ENSG00000204217.8,,2,F,203241658,203432474,q33.1,2.740079273,2.754795183,TRUE,29,2,12,27,5,21,0.853703127,0.615955633,0.324240724,0.908996486,0.903431893,1,0.046511628,0.094339623,0.279069767,0.396226415,FALSE
